id,V,A,D,text
110CYL069_1638_1786,0.7647058823529413,0.6153846153846151,0.5909090909090907,"At Goodwill, it is the hard work of staff and those who benefit from our services that produces the kind of inspiring results I see every day:"
110CYL069_18_35,0.5588235294117648,0.4999999999999999,0.5000000000000001,"November 15, 1996"
110CYL069_1936_1967,0.5294117647058825,0.4999999999999999,0.5454545454545455,"""You can get off welfare."
110CYL069_1968_1985,0.5647058823529413,0.46153846153846134,0.6227272727272727,I know you can...
110CYL069_1986_1993,0.5588235294117648,0.4999999999999999,0.5454545454545455,"I did."""
110CYL069_2000_2165,0.5294117647058825,0.40769230769230747,0.5181818181818182,A participant in a Goodwill program rushes back from a job interview to share the results with his classmates in our desktop publishing training program.
110CYL069_207_260,0.4764705882352942,0.35769230769230764,0.5772727272727273,His job objectives call for him to do it in 30.
110CYL069_2166_2322,0.6647058823529413,0.6730769230769228,0.5363636363636365,"once his tears have subsided, he confirms what his classmates have already figured out: he just received a job offer -- his first in five years."
110CYL069_2329_2471,0.6088235294117649,0.49615384615384606,0.5363636363636365,"Addressing a meeting at a neighborhood center, a Goodwill staff member tells the audience how Goodwill can help them find and keep jobs."
110CYL069_2552_2596,0.5558823529411766,0.42692307692307685,0.4545454545454545,At the next corner he tells five more.
110CYL069_2603_2727,0.561764705882353,0.4192307692307692,0.4545454545454545,"In order to develop job skills, a man with some serious disabilities begins working in Goodwill's industrial division."
110CYL069_2728_2826,0.4176470588235295,0.41538461538461513,0.4,It takes a long time for him to gain the self-confidence to work elsewhere in the community.
110CYL069_2833_2895,0.561764705882353,0.46153846153846134,0.5545454545454546,"Eventually, he turns your support into a payoff for all of us."
110CYL069_2955_2997,0.6029411764705883,0.5076923076923076,0.6818181818181818,These people and their successes are real.
110CYL069_298_312,0.5294117647058825,0.46153846153846134,0.5454545454545455,Neither do we.
110CYL069_2998_3069,0.5294117647058825,0.38461538461538447,0.5000000000000001,Just like the respect we've earned from U.S. News & World Report.
110CYL069_3141_3151,0.5294117647058825,0.4999999999999999,0.5454545454545455,Real work.
110CYL069_3166_3231,0.5588235294117648,0.5384615384615384,0.5000000000000001,A real difference in people's lives -- in all of our lives.
110CYL069_3238_3328,0.5647058823529413,0.5576923076923076,0.6272727272727271,The people who can benefit most directly from your generosity have no time to waste.
110CYL069_3329_3408,0.6941176470588237,0.5038461538461537,0.5045454545454545,Neither do the rest of us who feel the positive results of their success.
110CYL069_3590_3635,0.5294117647058825,0.3653846153846153,0.4545454545454545,Jack Dustman Board Member and Former Chairman
110CYL069_460_512,0.6147058823529413,0.5730769230769229,0.7136363636363635,We don't waste time as we are helping the community.
110CYL069_513_544,0.5588235294117648,0.46153846153846134,0.6818181818181818,And we don't waste money.
110CYL069_689_842,0.697058823529412,0.6269230769230768,0.5863636363636363,"In their December, 1995 review of the nation's best charities, U.S. News & World Report called Goodwill one of the five ""Standout Good Guys."""
110CYL069_69_206,0.6470588235294119,0.4999999999999999,0.6363636363636364,"In the short while since Goodwill helped him find his job, Robert has learned to thoroughly clean a motel room in about 40 minutes."
110CYL069_843_964,0.6470588235294119,0.4999999999999999,0.5909090909090907,"The magazine stated that Goodwill (as well as the other standouts) is ""uniquely effective, innovative or valuable."""
110CYL069_971_1145,0.5000000000000001,0.5769230769230768,0.5000000000000001,"While I appreciate U.S. News & World Report's endorsement, the true value of your support is measured by the way Goodwill takes on problems that affect all of us."
110CYL070_1013_1100,0.5000000000000001,0.4999999999999999,0.5000000000000001,And there are a lot of people who face these challenges every day of their lives.
110CYL070_1101_1127,0.5705882352941178,0.46153846153846134,0.5863636363636363,So our work must continue.
110CYL070_1134_1181,0.6764705882352944,0.423076923076923,0.5000000000000001,Everyone benefits from the work we do together.
110CYL070_1182_1214,0.5000000000000001,0.4999999999999999,0.5000000000000001,Many people need our help.
110CYL070_1221_1263,0.5294117647058825,0.46153846153846134,0.4545454545454545,Please continue our important partnership.
110CYL070_1264_1318,0.5705882352941178,0.46153846153846134,0.5863636363636363,Support Goodwill with a generous donation today.
110CYL070_135_187,0.7352941176470591,0.4999999999999999,0.6363636363636364,We've helped people break free of the welfare cycle.
110CYL070_188_263,0.6411764705882355,0.5576923076923076,0.6272727272727271,We've found ways for people with disabilities to enter the workforce.
110CYL070_18_35,0.5294117647058825,0.34615384615384615,0.40909090909090906,"December 10, 1996"
110CYL070_264_371,0.6470588235294119,0.4999999999999999,0.5000000000000001,We've expanded Goodwill's proven methods to towns and neighborhoods where they are needed most.
110CYL070_378_418,0.5588235294117648,0.4999999999999999,0.5000000000000001,"Of course, we've played different roles."
110CYL070_419_498,0.7058823529411766,0.423076923076923,0.5000000000000001,You have helped make Goodwill's work possible with your previous support.
110CYL070_499_580,0.5882352941176472,0.38461538461538447,0.4545454545454545,Goodwill has devised the programs that turned your investment into results.
110CYL070_627_640,0.5000000000000001,0.4999999999999999,0.5000000000000001,Everyone has.
110CYL070_641_833,0.7058823529411766,0.46153846153846134,0.6818181818181818,"When you and I help somebody find a job, one more person joins the ranks of tax payers, fewer tax dollars are spent on public assistance and businesses gain another consumer."
110CYL070_79_128,0.7058823529411766,0.4999999999999999,0.5000000000000001,You and I have done some important work together.
110CYL070_840_1012,0.4323529411764707,0.4192307692307692,0.5045454545454545,"There are a lot of barriers that keep people from working: physical and mental disabilities, history of welfare dependency and lack of education or self-esteem."
110CYL071_1168_1224,0.5588235294117648,0.4999999999999999,0.5000000000000001,Now his goals are set on moving up in the company.
110CYL071_1231_1280,0.5647058823529413,0.5576923076923076,0.5090909090909091,"Every year, thousands of people come to Goodwill."
110CYL071_1281_1339,0.4882352941176471,0.5730769230769229,0.5181818181818182,"Like Michael, they share two common characteristics."
110CYL071_1340_1405,0.5294117647058825,0.34615384615384615,0.4545454545454545,They face some barrier to employment and they want to work.
110CYL071_1412_1547,0.6411764705882355,0.6538461538461536,0.7409090909090909,"With support from people like you, they can overcome their barriers and earn success and the self-sufficiency that comes with it."
110CYL071_1548_1607,0.6411764705882355,0.46153846153846134,0.5090909090909091,And then the pay-off begins for the entire community.
110CYL071_1720_1830,0.6470588235294119,0.4999999999999999,0.4545454545454545,"Last year, participants in Goodwill programs earned --and paid taxes on -- wages of nearly $3.5 million."
110CYL071_175_239,0.6176470588235295,0.5769230769230768,0.5000000000000001,Michael Sims felt that way at age 39 -- the day he earned a job.
110CYL071_18_35,0.5294117647058825,0.15384615384615385,0.36363636363636365,"November 15, 1994"
110CYL071_2038_2263,0.5882352941176472,0.423076923076923,0.4545454545454545,"The families of the new wage earners may feel the accomplishment in terms of a house to live in, money to purchase food -- without food stamps -- and the beginning of a family focused on success, not hopelessness."
110CYL071_2270_2322,0.5294117647058825,0.5769230769230768,0.5000000000000001,Won't you help make all of these successes possible?
110CYL071_2525_2535,0.6029411764705883,0.46153846153846134,0.4545454545454545,"Sincerely,"
110CYL071_2542_2571,0.5294117647058825,0.46153846153846134,0.4545454545454545,James M. McClelland President
110CYL071_2578_2582,0.5294117647058825,0.423076923076923,0.4545454545454545,P.S.
110CYL071_2583_2616,0.7176470588235295,0.6038461538461538,0.6590909090909091,Your gift will make a difference.
110CYL071_2617_2795,0.7058823529411766,0.5384615384615384,0.5454545454545455,"For every dollar of public support Goodwill received last year, we returned $1.59 to the community in the form of earned wages and reduced public assistance payments."
110CYL071_398_457,0.5294117647058825,0.38461538461538447,0.5000000000000001,For several years he performed packaging and clerical work.
110CYL071_42_48,0.5294117647058825,0.46153846153846134,0.4545454545454545,"Dear ,"
110CYL071_557_605,0.30000000000000016,0.5038461538461537,0.40454545454545465,For 18 long months Michael could not find a job.
110CYL071_55_94,0.6588235294117648,0.46153846153846134,0.6045454545454546,Think of your greatest accomplishments.
110CYL071_705_892,0.7058823529411766,0.4999999999999999,0.5000000000000001,"At Goodwill, Michael's counselors felt that his personable demeanor could be a major attribute and identified for him a possible job-match where his people skills could shine."
110CYL071_899_985,0.7058823529411766,0.46153846153846134,0.5454545454545455,"After three interviews, Michael proved that he was the right person for the job."
110CYL071_95_168,0.8235294117647061,0.6923076923076922,0.5454545454545455,Think of the joy and success they bring to you and your loved ones.
110CYL072_130_264,0.41176470588235303,0.46153846153846134,0.36363636363636365,Their complaint: the system discourages working because unemployment provides benefits that many entry-level jobs don't include.
110CYL072_18_123,0.5294117647058825,0.38461538461538447,0.40909090909090906,Some of the strongest critics of our welfare system are the people who have become dependent on it.
110CYL072_271_313,0.5588235294117648,0.46153846153846134,0.5909090909090907,That's where you --and Goodwill --come in.
110CYL072_314_412,0.6029411764705883,0.4115384615384615,0.3954545454545454,We help people train for and find jobs that make it possible for them to get off of welfare.
110CYL072_413_518,0.7647058823529413,0.5769230769230768,0.5454545454545455,"Last year, Goodwill placed 511 people in jobs, more than double the number we placed in 1993."
110CYL072_525_641,0.4411764705882354,0.4999999999999999,0.40909090909090906,"While the debate on welfare reform is gathering like a storm at sea, the people who need jobs are floundering."
110CYL072_642_721,0.5588235294117648,0.38461538461538447,0.5000000000000001,We need your support to continue getting people off of public assistance.
110CYL072_728_754,0.5000000000000001,0.46153846153846134,0.4545454545454545,Welfare is not the answer.
110CYL072_755_835,0.47058823529411775,0.46153846153846134,0.36363636363636365,And welfare reform is an uncertain solution with an unknown starting date.
110CYL072_836_851,0.7852941176470589,0.5576923076923076,0.6818181818181818,Goodwill works.
110CYL072_852_862,0.4882352941176471,0.46153846153846134,0.65,Right now.
110CYL072_869_924,0.5882352941176472,0.46153846153846134,0.4545454545454545,Please give the largest gift you can to Goodwill today.
110CYL072_931_969,0.5294117647058825,0.38461538461538447,0.4545454545454545,"Sincerely, Jack Dustman Chairman"
110CYL200_1569_1610,0.5000000000000001,0.423076923076923,0.4545454545454545,"Some, like Jerry, are ex-offenders."
110CYL200_1675_1703,0.2941176470588236,0.46153846153846134,0.31818181818181823,More than 100 were homeless.
110CYL200_1710_1804,0.6470588235294119,0.5769230769230768,0.5454545454545455,"But Goodwill offers hope even to people with numerous obstacles to overcome, like Jerry."
110CYL200_1805_2047,0.6764705882352944,0.4999999999999999,0.6363636363636364,"With a promising new job at a plastic injection molding manufacturer, his legal troubles in check and a safe place to live, Jerry can get on with the business of building a life for himself and contributing to his community."
110CYL200_18_32,0.5294117647058825,0.423076923076923,0.5000000000000001,"March 17, 2000"
110CYL200_210_382,0.4411764705882354,0.4999999999999999,0.40909090909090906,"He knew he had made a bad mistake, but despite his commitment to rebuilding his life, he just didn't count on the obstacles that would be thrown up in his path."
110CYL200_2120_2281,0.6764705882352944,0.38461538461538447,0.5000000000000001,Your support of Goodwill will provide job training and placement services to help the hardest to serve in central Indiana find meaningful employment.
110CYL200_2282_2388,0.6558823529411766,0.296153846153846,0.39090909090909076,"And, with your assistance, Goodwill can help employers develop resources to keep workers on the job."
110CYL200_2395_2491,0.6147058823529413,0.40769230769230747,0.5863636363636363,Please make an investment in the stability of our community by sending a gift to Goodwill.
110CYL200_2492_2541,0.6941176470588237,0.5884615384615383,0.4545454545454545,Your generosity will help people help themselves.
110CYL200_2565_2594,0.5294117647058825,0.34615384615384615,0.4545454545454545,James M. McClelland President
110CYL200_389_480,0.23529411764705888,0.6538461538461536,0.17272727272727273,Reality hit when he was unable to reconcile with his wife and ended up on the street.
110CYL200_39_65,0.5294117647058825,0.26923076923076916,0.5000000000000001,"Name Address City, ST, Zip"
110CYL200_589_724,0.5882352941176472,0.46153846153846134,0.4545454545454545,The Trustee referred him to the Blue Triangle where he consulted Goodwill's Career Academy staff for job search assistance.
110CYL200_731_787,0.6176470588235295,0.46153846153846134,0.4545454545454545,Jerry's Goodwill caseworker found him a job immediately.
110CYL200_788_832,0.3823529411764707,0.5576923076923076,0.4545454545454545,But Jerry's troubles didn't end there.
110CYL200_833_946,0.4970588235294119,0.46153846153846134,0.4545454545454545,"The seasonal construction job he obtained soon ended, and he returned to Career Academy for help once more."
110CYL200_89_209,0.5294117647058825,0.296153846153846,0.7136363636363635,"When Jerry was released from prison, he knew it would take hard work and determination to straighten out his life."
110CYL200_947_1076,0.2941176470588236,0.46153846153846134,0.13636363636363635,"Unemployed, homeless and with a prison record, Jerry now faced going back to prison for failure to pay child support."
112C-L012_1236_1337,0.5294117647058825,0.46153846153846134,0.5000000000000001,"Such fund are often used for college tuition, vocational training or a deposit on an apartment."
112C-L012_1569_1624,0.32058823529411773,0.5730769230769229,0.32272727272727264,"Without private donor support, this Fund doesn't exist."
112C-L012_1775_1785,0.5941176470588238,0.46153846153846134,0.4545454545454545,"Sincerely,"
112C-L012_1792_1820,0.5000000000000001,0.423076923076923,0.5000000000000001,Mary Roth Executive Director
112C-L012_18_31,0.5294117647058825,0.3653846153846153,0.4545454545454545,"June 21, 1999"
112C-L012_38_63,0.5294117647058825,0.423076923076923,0.5000000000000001,"Name Address City, ST Zip"
112C-L012_641_784,0.5882352941176472,0.4999999999999999,0.4545454545454545,Individuals who are being emancipated are eligible to receive up to $500 from the Fund if they formally apply and meet four requirements:
112C-L012_785_815,0.5294117647058825,0.41538461538461513,0.4545454545454545,1. Release by the courts
112C-L012_816_865,0.6764705882352944,0.4999999999999999,0.6818181818181818,2. Successful completion of all life skills tests
112C-L012_83_183,0.5588235294117648,0.6153846153846151,0.5454545454545455,Do you remember the combination of elation and apprehension you felt when you first left home?
112C-L012_872_930,0.49411764705882366,0.41538461538461513,0.5681818181818182,3. Positive termination of his or her Pleasant Run program
112C-L012_931_982,0.6147058823529413,0.35,0.5863636363636363,4. Possession of a high school diploma or GED
112C-L012_989_1229,0.5294117647058825,0.4999999999999999,0.5454545454545455,"Proof of meeting these, two staff reference letters and an essay stating why they should receive a grant and how it will be used are all reviewed by a Pleasant Run panel, which determines if the applicant merits the funds."
112C-L013_1054_1129,0.5294117647058825,0.46153846153846134,0.4545454545454545,Then the task was to help children who lost parents in the Civil War.
112C-L013_1257_1343,0.6176470588235295,0.46153846153846134,0.5000000000000001,"Some come from families where, through therapy, there is hope for reunification."
112C-L013_1344_1448,0.5882352941176472,0.46153846153846134,0.4545454545454545,"For others, ""families"" are the counselors are housemates at the group homes where they live."
112C-L013_1592_1655,0.6764705882352944,0.46153846153846134,0.5681818181818182,In 1995 we will serve over 850 children and 340 families.
112C-L013_1656_1697,0.5294117647058825,0.423076923076923,0.4545454545454545,"In 1996, these figures will triple."
112C-L013_1698_1850,0.7147058823529413,0.39230769230769214,0.5772727272727273,"The children and families who come to Pleasant Run are given the opportunity to become happy, loving, and productive members of our society."
112C-L013_1851_1963,0.6764705882352944,0.46153846153846134,0.6272727272727271,"They welcome the chance to belong, to become self- sufficient, to regain their self-esteem and confidence."
112C-L013_18_35,0.5294117647058825,0.29230769230769227,0.40454545454545465,"November 27, 1995"
112C-L013_1964_2039,0.6176470588235295,0.4999999999999999,0.4545454545454545,"Often it is a long, hard struggle, but the results are well worth it."
112C-L013_2046_2161,0.4411764705882354,0.4999999999999999,0.40909090909090906,"For Pleasant Run to continue to serve abused and neglected children and their families, we need your support."
112C-L013_2162_2234,0.4441176470588236,0.6269230769230768,0.5181818181818182,"The Funding sources are shrinking, but the needs grow explosively."
112C-L013_2235_2311,0.5882352941176472,0.6923076923076922,0.5000000000000001,"Please ""help good kids get better"" by sending us a contribution today."
112C-L013_2312_2388,0.5882352941176472,0.46153846153846134,0.5000000000000001,Your gift will give children and families hope for improved tomorrows.
112C-L013_2412_2421,0.5294117647058825,0.34615384615384615,0.40909090909090906,Mary Roth
112C-L013_253_379,0.26470588235294124,0.4999999999999999,0.31818181818181823,"Older kids, like Tracy and Kerry, left homeless after a recent murder-suicide in Indianapolis claimed Mom and Dad."
112C-L013_380_529,0.3529411764705883,0.4999999999999999,0.5000000000000001,"Young adults, like Mary T., a jobless mother of three, trying desperately to keep her kids out of trouble in a crime-ridden neighborhood."
112C-L013_42_54,0.5294117647058825,0.35,0.65,Dear Friend:
112C-L013_530_542,0.7117647058823531,0.7961538461538459,0.4545454545454545,Real people!
112C-L013_549_574,0.5000000000000001,0.423076923076923,0.4545454545454545,There are thousands more.
112C-L013_575_652,0.20588235294117652,0.5769230769230768,0.40909090909090906,"Families are being torn apart, and too often, children are the victims."
112C-L013_61_149,0.5588235294117648,0.38461538461538447,0.5000000000000001,What kind of people benefit by your contribution to Pleasant Run Children's Homes?
112C-L013_653_757,0.32058823529411773,0.5730769230769229,0.39090909090909076,"Kids like Tommie J., made a ward of the court because of repeated beatings by an alcoholic father;"
112C-L013_758_841,0.3823529411764707,0.423076923076923,0.36363636363636365,"Alice, sent to a group home to get help because of severe behavior disorders;"
112C-L013_842_966,0.6264705882352942,0.46153846153846134,0.3545454545454544,"and John H., a recovering alcoholic, rebuilding a relationships with his family so they can live together again."
112C-L014_1114_1137,0.4647058823529412,0.3346153846153844,0.40454545454545465,"for others, it's years."
112C-L014_1227_1282,0.8235294117647061,0.6538461538461536,0.7727272727272728,We're proud of our children and all that they overcome.
112C-L014_1289_1335,0.5882352941176472,0.38461538461538447,0.5454545454545455,"We are a not-for-profit, multi-service agency."
112C-L014_1336_1386,0.5294117647058825,0.4192307692307692,0.5045454545454545,We wouldn't exist if the need weren't there.
112C-L014_1387_1506,0.5588235294117648,0.5384615384615384,0.4545454545454545,The numbers of children who deserve our services are rising... as quickly as our programs can grow to serve them.
112C-L014_1513_1538,0.6558823529411766,0.5730769230769229,0.4545454545454545,Please help us help them.
112C-L014_1539_1607,0.6470588235294119,0.38461538461538447,0.5454545454545455,"Pleasant Run Children's Homes... ""where good kids get better."""
112C-L014_1614_1624,0.5882352941176472,0.34615384615384615,0.4545454545454545,"Sincerely,"
112C-L014_328_554,0.697058823529412,0.46153846153846134,0.5181818181818182,"In spite of that, Pleasant Run Children's Homes, with the help of hundreds of volunteers and others who really care, continues to make a significant impact on the futures of families and kids in need of help."
112C-L014_38_50,0.6588235294117648,0.5038461538461537,0.3545454545454544,Dear Friend:
112C-L014_678_778,0.5294117647058825,0.22307692307692295,0.4545454545454545,Yet few of us hear enough about kids who live through these adversities and do make the grade.
112C-L014_785_803,0.7352941176470591,0.5769230769230768,0.5454545454545455,The positive side.
112C-L014_804_831,0.6470588235294119,0.423076923076923,0.40909090909090906,These are special children.
112C-L014_832_878,0.5000000000000001,0.38461538461538447,0.4545454545454545,They come into a Pleasant Run program...
112C-L014_879_1063,0.49411764705882366,0.46153846153846134,0.34090909090909094,"whether it's for therapeutic help in their own homes (which nurtures whole families), through foster care families or in the familial surroundings of our residential homes."
112C-L015_1087_1146,0.6588235294117648,0.5884615384615383,0.6545454545454544,Your contribution will make a difference in a child's life.
112C-L015_1189_1240,0.7588235294117649,0.6307692307692306,0.7090909090909091,It can certainly make happy holiday memories.
112C-L015_1247_1334,0.6911764705882355,0.42692307692307685,0.5772727272727273,A gift to Pleasant Run means the children in our care will have presents to open.
112C-L015_1335_1452,0.6264705882352942,0.4192307692307692,0.4545454545454545,"A gift means a family will have a holiday meal, cooking utensils to prepare the meal and dishes to serve it on."
112C-L015_1453_1503,0.6764705882352944,0.5769230769230768,0.5454545454545455,Your gift will go beyond the holiday season.
112C-L015_1504_1606,0.6147058823529413,0.40769230769230747,0.4545454545454545,"It can help purchase clothing, school supplies, books and educational tools throughout the year."
112C-L015_1620_1681,0.6029411764705883,0.5076923076923076,0.5681818181818182,Please take a few minutes to mail a donation to Pleasant run.
112C-L015_1820_1880,0.911764705882353,0.6923076923076922,0.40909090909090906,We wish you and your family a new year full of joy and love.
112C-L015_1887_1897,0.5647058823529413,0.46153846153846134,0.5090909090909091,"Sincerely,"
112C-L015_1904_1932,0.5294117647058825,0.3076923076923076,0.4545454545454545,Mary Roth Executive Director
112C-L015_231_324,0.8235294117647061,0.6269230769230768,0.5863636363636363,This is the time of year when we give thanks for the warmth and love that surrounds us.
112C-L015_325_413,0.4411764705882354,0.423076923076923,0.36363636363636365,And this time of year is an occasion to remember those not as fortunate as we are.
112C-L015_420_473,0.5882352941176472,0.4999999999999999,0.5000000000000001,Pleasant Run cares for at-risk children and families.
112C-L015_474_620,0.5294117647058825,0.31538461538461526,0.5136363636363636,"We do this through a wide range of programs including community- based, therapeutic foster care, group homes and our treatment center."
112C-L015_702_858,0.5647058823529413,0.46153846153846134,0.4545454545454545,"Today we are asking you to take a few minutes to consider making a contribution to Pleasant Run to help the 1,500 children families we care for."
112C-L015_859_939,0.2705882352941177,0.5576923076923076,0.34090909090909094,Many of the children have no homes; no memories of joy from past holidays.
112C-L016_1002_1117,0.5294117647058825,0.41538461538461513,0.4545454545454545,"If you are interested and would like more information, please contact Lisa Lusk or Marcia Whited at 693-9222."
112C-L016_1118_1197,0.5294117647058825,0.46153846153846134,0.5181818181818182,We would like to have families matched with sponsors non later than xxxx.
112C-L016_1198_1314,0.7588235294117649,0.5461538461538461,0.6545454545454544,Thank you for considering this opportunity to make this a memorable holiday season for a family in need.
112C-L016_18_87,0.5588235294117648,0.5769230769230768,0.5909090909090907,It's hard to believe that the holiday season is only two months away.
112C-L016_196_301,0.5588235294117648,0.423076923076923,0.4545454545454545,"Every year we seek companies, organizations and individuals to sponsor one or more of our families."
112C-L016_302_372,0.5588235294117648,0.423076923076923,0.5000000000000001,These families are participants in our community-based programs.
112C-L016_373_495,0.6470588235294119,0.46153846153846134,0.5909090909090907,These programs focus on keeping the family together by providing counseling and other services to the entire family.
112C-L016_502_688,0.3823529411764707,0.38461538461538447,0.4545454545454545,"After our caseworkers meet with these families and their children they often find they lack even the basic necessities such as cooking utensils, beds, cleaning supplies, etc."
112C-L016_689_721,0.5588235294117648,0.4999999999999999,0.5909090909090907,We meet these needs immediately.
112C-L016_722_804,0.3088235294117647,0.41538461538461513,0.4545454545454545,"But, the holiday season is a particularly difficult time for these families."
112C-L016_910_1001,0.5588235294117648,0.5384615384615384,0.5909090909090907,We are asking you to consider sponsoring one of our families for this holiday season.
113CWL017_1034_1074,0.5000000000000001,0.46153846153846134,0.4545454545454545,It costs $225 to send one child to camp.
113CWL017_1075_1226,0.5588235294117648,0.6153846153846151,0.5454545454545455,"Many members of the Boys & Girls Clubs of Indianapolis can't afford to go to camp without financial assistance, and that's why we need you!"
113CWL017_1233_1378,0.561764705882353,0.5038461538461537,0.5045454545454545,Please make camp possible for all deserving Indianapolis children and send in a tax deductible contribution today in the enclosed envelope.
113CWL017_1385_1425,0.5941176470588238,0.5884615384615383,0.5545454545454546,"Consider sponsoring 1, 2, or 3 children."
113CWL017_1550_1560,0.5294117647058825,0.39615384615384597,0.4545454545454545,"Sincerely,"
113CWL017_1567_1584,0.5294117647058825,0.38461538461538447,0.4545454545454545,Richard Dickinson
113CWL017_1641_1724,0.7264705882352942,0.719230769230769,0.7590909090909089,Sponsor a child at the Boys & Girls Clubs of Indianapolis' summer camp today!
113CWL017_242_308,0.5882352941176472,0.3076923076923076,0.4545454545454545,"Six weeks of learning and exploring, sports, arts, and fellowship."
113CWL017_315_478,0.5705882352941178,0.40769230769230747,0.4545454545454545,"A time for a youngster to enjoy the fun and benefits of residential camp living, dedicated staff and instruction, and a chance to make special friends."
113CWL017_492_603,0.7058823529411766,0.5384615384615384,0.5909090909090907,"I know you're committed to ensuring today's children have safe, healthy, and positive summer experiences."
113CWL017_604_681,0.5705882352941178,0.46153846153846134,0.4545454545454545,That's why I want you to learn more about the Super Summer Safari Camp.
113CWL017_688_775,0.6147058823529413,0.35,0.5863636363636363,"At Super Summer Safari Camp, there are daily sports, nature, and arts activities."
113CWL017_71_83,0.6470588235294119,0.5769230769230768,0.40909090909090906,"Dear Friend,"
